date,value,genka
2018-04-09,7178.11,7165.27
2018-04-10,6872.41,6852.25
2018-04-11,6968.32,6966.18
2018-04-12,7899.23,7885.41
2018-04-13,8183.96,8165.8
2018-04-14,8140.71,8125.63
2018-04-15,8338.42,8336.42
2018-04-16,8371.15,8366.86
2018-04-17,8285.96,8270.84
2018-04-18,8197.8,8194.73
2018-04-19,8298.69,8289.82
2018-04-20,8880.23,8870.88
2018-04-21,8997.57,8979.59
2018-04-22,9001.64,8990.1
2018-04-23,8958.55,8944.38
